Doença,Sintoma_1,Sintoma_2,Sintoma_3,Sintoma_4,Sintoma_5,Sintoma_6,Sintoma_7,Sintoma_8,Sintoma_9,Sintoma_10,Sintoma_11,Sintoma_12,Sintoma_13,Sintoma_14,Sintoma_15,Sintoma_16,Sintoma_17
Varizes,fadiga,cãibras,contusões,pernas inchadas,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,vasos sanguíneos inchados,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,veias proeminentes na panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,vasos sanguíneos inchados,,,,,,,,,,,
Varizes,fadiga,cãibras,contusões,obesidade,pernas inchadas,veias proeminentes na panturrilha,,,,,,,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,
Hipotireoidismo,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,mãos e pés frios,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mudanças de humor,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,letargia,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,tontura,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,rosto e olhos inchados,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipotireoidismo,fadiga,ganho de peso,mãos e pés frios,mudanças de humor,letargia,tontura,tireoide aumentada,unhas quebradiças,extremidades inchadas,depressão,irritabilidade,menstruação anormal,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,
Hipertireoidismo,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,inquietude,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,suor,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,diarreia,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,ritmo cardíaco acelerado,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,fome excessiva,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipertireoidismo,fadiga,mudanças de humor,perda de peso,inquietude,suor,diarreia,ritmo cardíaco acelerado,fraqueza muscular,irritabilidade,menstruação anormal,,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,fadiga,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,ansiedade,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,suor,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,dor de cabeça,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,náusea,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,visão turva e distorcida,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômitos,fadiga,ansiedade,suor,dor de cabeça,náusea,fome excessiva,lábios secos e formigantes,fala arrastada,irritabilidade,palpitações,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Osteoartrite,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,articulações inchadas,caminhada dolorosa,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,caminhada dolorosa,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Osteoartrite,dor nas articulações,dor no pescoço,dor no joelho,dor na articulação do quadril,articulações inchadas,caminhada dolorosa,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Artrite,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,,
Artrite,fraqueza muscular,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,caminhada dolorosa,,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Artrite,fraqueza muscular,pescoço rígido,articulações inchadas,rigidez nos movimentos,caminhada dolorosa,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Vértigo Posicional Paroxístico,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,perda de equilíbrio,instabilidade,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,instabilidade,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,movimentos giratórios,perda de equilíbrio,instabilidade,,,,,,,,,,,
Vértigo Posicional Paroxístico,vômitos,dor de cabeça,náusea,perda de equilíbrio,instabilidade,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Acne,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,,
Acne,erupção cutânea,cravos,cicatrização,,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cicatrização,,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,cicatrização,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cravos,,,,,,,,,,,,,,
Acne,erupção cutânea,espinhas cheias de pus,cicatrização,,,,,,,,,,,,,,
Acne,erupção cutânea,cravos,cicatrização,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Infecção do Trato Urinário,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,sensação contínua de urinar,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,sensação contínua de urinar,,,,,,,,,,,,,,
Infecção do Trato Urinário,desconforto na bexiga,cheiro forte na urina,sensação contínua de urinar,,,,,,,,,,,,,,
Infecção do Trato Urinário,micção ardente,desconforto na bexiga,sensação contínua de urinar,,,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Psoríase,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,,
Psoríase,erupção cutânea,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,unhas inflamadas,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Psoríase,erupção cutânea,dor nas articulações,descamação da pele,poeira prateada,pequenas depressões nas unhas,unhas inflamadas,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Impetigo,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,,
Impetigo,erupção cutânea,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,,
Impetigo,erupção cutânea,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,crosta amarela que exsuda,,,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,,,,,,,,,,,,,
Impetigo,erupção cutânea,febre alta,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,
Impetigo,erupção cutânea,bolha,ferida vermelha ao redor do nariz,crosta amarela que exsuda,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Infecção Fúngica,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,,,,,,,,,,,,,,
Infecção Fúngica,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,manchas discrômicas,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,,,,,,,,,,,,,,
Infecção Fúngica,coceira,erupção cutânea,erupções cutâneas nodais,manchas discrômicas,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Alergia,arrepios,calafrios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,calafrios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,,,,,,,,,,,,,,
Alergia,arrepios,calafrios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,calafrios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,lacrimação,,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,,,,,,,,,,,,,,
Alergia,espirros contínuos,arrepios,calafrios,lacrimação,,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,vômitos,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,vômitos,tosse,,,,,,,,,,,,
Refluxo Gastroesofágico,acidez,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,úlceras na língua,vômitos,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,vômitos,tosse,dor no peito,,,,,,,,,,,,
Refluxo Gastroesofágico,dor de estômago,acidez,úlceras na língua,tosse,dor no peito,,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Colestase Crônica,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,dor abdominal,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,amarelamento dos olhos,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Colestase Crônica,coceira,vômitos,pele amarelada,náusea,perda de apetite,dor abdominal,amarelamento dos olhos,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,
Reação a Medicamentos,coceira,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,micção ardente,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,,,,,,,,,,,,,
Reação a Medicamentos,erupção cutânea,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,dor de estômago,micção ardente,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,micção ardente,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,urinação com pontos,,,,,,,,,,,,,
Reação a Medicamentos,coceira,erupção cutânea,dor de estômago,micção ardente,,,,,,,,,,,,,
Úlcera Péptica,vômitos,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,liberação de gases,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,coceira interna,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
Úlcera Péptica,vômitos,indigestão,perda de apetite,dor abdominal,liberação de gases,coceira interna,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
AIDS,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,,
AIDS,atrofia muscular,febre alta,contatos extraconjugais,,,,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,contatos extraconjugais,,,,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,,,,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,
AIDS,manchas na garganta,febre alta,contatos extraconjugais,,,,,,,,,,,,,,
AIDS,atrofia muscular,febre alta,contatos extraconjugais,,,,,,,,,,,,,,
AIDS,atrofia muscular,manchas na garganta,febre alta,,,,,,,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,
Diabetes,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,níveis irregulares de açúcar,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,visão turva e distorcida,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,obesidade,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,fome excessiva,aumento do apetite,poliúria,,,,,,,,
Diabetes,fadiga,perda de peso,inquietude,letargia,níveis irregulares de açúcar,visão turva e distorcida,obesidade,aumento do apetite,poliúria,,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vômitos,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vômitos,olhos afundados,diarreia,,,,,,,,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,,,,,,,,,,,,,,
Gastroenterite,vômitos,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,
Gastroenterite,olhos afundados,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vômitos,desidratação,diarreia,,,,,,,,,,,,,,
Gastroenterite,vômitos,olhos afundados,diarreia,,,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Asma Brônquica,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,histórico familiar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,,,,,,,,,,,,
Asma Brônquica,fadiga,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,
Asma Brônquica,tosse,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,,
Asma Brônquica,fadiga,febre alta,falta de ar,histórico familiar,escarro mucoso,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Hipertensão,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,
Hipertensão,dor no peito,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,tontura,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Hipertensão,dor de cabeça,dor no peito,perda de equilíbrio,falta de concentração,,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,
Enxaqueca,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,fome excessiva,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,pescoço rígido,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,depressão,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,irritabilidade,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,distúrbios visuais,,,,,,,,,
Enxaqueca,acidez,indigestão,dor de cabeça,visão turva e distorcida,fome excessiva,pescoço rígido,depressão,irritabilidade,,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Espondilose Cervical,dor nas costas,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,
Espondilose Cervical,fraqueza nos membros,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,,
Espondilose Cervical,dor nas costas,dor no pescoço,tontura,perda de equilíbrio,,,,,,,,,,,,,
